,Compound,Date,Negative,Neutral,Positive,Tweets Ago,Source
408,0.0,Sun Mar 11 00:43:23 +0000 2018,1.0,0.0,0.0,9,nytimes
409,0.128,Sun Mar 11 00:36:51 +0000 2018,0.779,0.1,0.121,10,nytimes
410,0.5106,Sun Mar 11 00:16:18 +0000 2018,0.645,0.0,0.355,11,nytimes
411,0.0,Sun Mar 11 00:11:17 +0000 2018,1.0,0.0,0.0,12,nytimes
412,0.0,Sat Mar 10 23:50:27 +0000 2018,1.0,0.0,0.0,13,nytimes
413,0.4576,Sat Mar 10 23:30:13 +0000 2018,0.765,0.0,0.235,14,nytimes
414,0.0,Sat Mar 10 23:15:30 +0000 2018,1.0,0.0,0.0,15,nytimes
415,0.0,Sat Mar 10 23:15:04 +0000 2018,1.0,0.0,0.0,16,nytimes
416,0.0,Sat Mar 10 23:00:15 +0000 2018,1.0,0.0,0.0,17,nytimes
417,0.1761,Sat Mar 10 22:45:04 +0000 2018,0.798,0.085,0.117,18,nytimes
418,0.6249,Sat Mar 10 22:30:11 +0000 2018,0.796,0.0,0.204,19,nytimes
419,-0.4215,Sat Mar 10 22:15:05 +0000 2018,0.851,0.149,0.0,20,nytimes
420,-0.6369,Sat Mar 10 22:06:04 +0000 2018,0.792,0.208,0.0,21,nytimes
421,0.0,Sat Mar 10 22:00:12 +0000 2018,1.0,0.0,0.0,22,nytimes
422,0.2732,Sat Mar 10 21:45:09 +0000 2018,0.877,0.0,0.123,23,nytimes
423,0.7269,Sat Mar 10 21:34:19 +0000 2018,0.584,0.086,0.33,24,nytimes
424,0.0,Sat Mar 10 21:31:17 +0000 2018,1.0,0.0,0.0,25,nytimes
425,0.0,Sat Mar 10 21:30:07 +0000 2018,1.0,0.0,0.0,26,nytimes
426,0.0,Sat Mar 10 21:15:05 +0000 2018,1.0,0.0,0.0,27,nytimes
427,0.3612,Sat Mar 10 21:00:16 +0000 2018,0.884,0.0,0.116,28,nytimes
428,-0.4939,Sat Mar 10 20:45:06 +0000 2018,0.775,0.225,0.0,29,nytimes
429,0.0,Sat Mar 10 20:30:17 +0000 2018,1.0,0.0,0.0,30,nytimes
430,-0.296,Sat Mar 10 20:15:07 +0000 2018,0.901,0.099,0.0,31,nytimes
431,0.0,Sat Mar 10 20:00:09 +0000 2018,1.0,0.0,0.0,32,nytimes
432,0.0,Sat Mar 10 19:45:06 +0000 2018,1.0,0.0,0.0,33,nytimes
433,0.5267,Sat Mar 10 19:30:14 +0000 2018,0.549,0.132,0.319,34,nytimes
434,0.0,Sat Mar 10 19:15:06 +0000 2018,1.0,0.0,0.0,35,nytimes
435,0.25,Sat Mar 10 19:00:15 +0000 2018,0.889,0.0,0.111,36,nytimes
436,0.7783,Sat Mar 10 18:45:02 +0000 2018,0.726,0.0,0.274,37,nytimes
437,0.0,Sat Mar 10 18:30:07 +0000 2018,1.0,0.0,0.0,38,nytimes
438,-0.296,Sat Mar 10 18:15:07 +0000 2018,0.901,0.099,0.0,39,nytimes
439,-0.3182,Sat Mar 10 18:00:15 +0000 2018,0.699,0.179,0.122,40,nytimes
440,0.3612,Sat Mar 10 17:50:14 +0000 2018,0.894,0.0,0.106,41,nytimes
441,-0.3612,Sat Mar 10 17:45:08 +0000 2018,0.872,0.128,0.0,42,nytimes
442,0.8074,Sat Mar 10 17:30:08 +0000 2018,0.61,0.0,0.39,43,nytimes
443,-0.1779,Sat Mar 10 17:15:02 +0000 2018,0.704,0.166,0.131,44,nytimes
444,-0.5423,Sat Mar 10 17:00:03 +0000 2018,0.791,0.209,0.0,45,nytimes
445,-0.4588,Sat Mar 10 16:45:07 +0000 2018,0.842,0.158,0.0,46,nytimes
446,-0.0258,Sat Mar 10 16:30:08 +0000 2018,0.843,0.08,0.077,47,nytimes
447,0.3612,Sat Mar 10 16:15:06 +0000 2018,0.829,0.0,0.171,48,nytimes
448,0.0,Sat Mar 10 16:00:08 +0000 2018,1.0,0.0,0.0,49,nytimes
449,0.0,Sat Mar 10 15:46:12 +0000 2018,1.0,0.0,0.0,50,nytimes
450,0.0,Sat Mar 10 15:45:05 +0000 2018,1.0,0.0,0.0,51,nytimes
451,0.0,Sat Mar 10 15:30:08 +0000 2018,1.0,0.0,0.0,52,nytimes
452,0.2263,Sat Mar 10 15:17:03 +0000 2018,0.863,0.0,0.137,53,nytimes
453,-0.2529,Sat Mar 10 15:02:01 +0000 2018,0.785,0.128,0.087,54,nytimes
454,0.0314,Sat Mar 10 14:41:06 +0000 2018,0.717,0.138,0.145,55,nytimes
455,-0.4019,Sat Mar 10 14:21:03 +0000 2018,0.816,0.184,0.0,56,nytimes
456,-0.4588,Sat Mar 10 14:05:25 +0000 2018,0.845,0.111,0.044,57,nytimes
457,0.128,Sat Mar 10 14:02:05 +0000 2018,0.856,0.059,0.086,58,nytimes
458,0.0,Sat Mar 10 13:41:02 +0000 2018,1.0,0.0,0.0,59,nytimes
459,0.3818,Sat Mar 10 13:21:04 +0000 2018,0.822,0.0,0.178,60,nytimes
460,0.6486,Sat Mar 10 13:02:03 +0000 2018,0.751,0.0,0.249,61,nytimes
461,0.0,Sat Mar 10 12:50:55 +0000 2018,1.0,0.0,0.0,62,nytimes
462,0.4404,Sat Mar 10 12:41:06 +0000 2018,0.756,0.0,0.244,63,nytimes
463,-0.872,Sat Mar 10 12:21:02 +0000 2018,0.623,0.377,0.0,64,nytimes
464,0.5719,Sat Mar 10 12:02:04 +0000 2018,0.81,0.0,0.19,65,nytimes
465,0.5719,Sat Mar 10 11:38:51 +0000 2018,0.844,0.0,0.156,66,nytimes
466,0.0,Sat Mar 10 11:21:51 +0000 2018,1.0,0.0,0.0,67,nytimes
467,-0.2263,Sat Mar 10 11:18:23 +0000 2018,0.853,0.147,0.0,68,nytimes
468,0.5994,Sat Mar 10 11:14:39 +0000 2018,0.755,0.0,0.245,69,nytimes
469,0.0,Sat Mar 10 11:10:59 +0000 2018,1.0,0.0,0.0,70,nytimes
470,0.0,Sat Mar 10 10:56:12 +0000 2018,1.0,0.0,0.0,71,nytimes
471,0.296,Sat Mar 10 10:38:04 +0000 2018,0.879,0.0,0.121,72,nytimes
472,0.25,Sat Mar 10 10:19:10 +0000 2018,0.875,0.0,0.125,73,nytimes
473,0.6369,Sat Mar 10 10:00:22 +0000 2018,0.704,0.0,0.296,74,nytimes
474,0.6249,Sat Mar 10 09:43:29 +0000 2018,0.718,0.0,0.282,75,nytimes
475,0.0,Sat Mar 10 09:36:02 +0000 2018,1.0,0.0,0.0,76,nytimes
476,0.0,Sat Mar 10 09:09:01 +0000 2018,1.0,0.0,0.0,77,nytimes
477,0.2023,Sat Mar 10 08:50:12 +0000 2018,0.878,0.0,0.122,78,nytimes
478,0.4215,Sat Mar 10 08:31:06 +0000 2018,0.843,0.0,0.157,79,nytimes
479,0.0,Sat Mar 10 08:07:23 +0000 2018,1.0,0.0,0.0,80,nytimes
480,-0.6705,Sat Mar 10 07:57:13 +0000 2018,0.836,0.164,0.0,81,nytimes
481,0.3612,Sat Mar 10 07:41:04 +0000 2018,0.884,0.0,0.116,82,nytimes
482,-0.296,Sat Mar 10 07:20:28 +0000 2018,0.82,0.18,0.0,83,nytimes
483,0.0,Sat Mar 10 07:12:05 +0000 2018,1.0,0.0,0.0,84,nytimes
484,0.0,Sat Mar 10 06:57:25 +0000 2018,1.0,0.0,0.0,85,nytimes
485,0.128,Sat Mar 10 06:41:05 +0000 2018,0.923,0.0,0.077,86,nytimes
486,0.9177,Sat Mar 10 06:09:47 +0000 2018,0.54,0.0,0.46,87,nytimes
487,0.0,Sat Mar 10 05:51:08 +0000 2018,1.0,0.0,0.0,88,nytimes
488,0.2732,Sat Mar 10 05:33:09 +0000 2018,0.559,0.155,0.286,89,nytimes
489,0.0,Sat Mar 10 05:17:03 +0000 2018,1.0,0.0,0.0,90,nytimes
490,0.4404,Sat Mar 10 05:02:08 +0000 2018,0.775,0.0,0.225,91,nytimes
491,-0.6486,Sat Mar 10 04:52:19 +0000 2018,0.677,0.323,0.0,92,nytimes
492,-0.6463,Sat Mar 10 04:47:04 +0000 2018,0.733,0.212,0.055,93,nytimes
493,0.0,Sat Mar 10 04:32:06 +0000 2018,1.0,0.0,0.0,94,nytimes
494,-0.1779,Sat Mar 10 04:21:07 +0000 2018,0.922,0.078,0.0,95,nytimes
495,0.6369,Sat Mar 10 04:02:06 +0000 2018,0.819,0.0,0.181,96,nytimes
496,0.7506,Sat Mar 10 03:47:04 +0000 2018,0.748,0.0,0.252,97,nytimes
497,-0.4215,Sat Mar 10 03:32:02 +0000 2018,0.811,0.189,0.0,98,nytimes
498,-0.4939,Sat Mar 10 03:17:02 +0000 2018,0.873,0.127,0.0,99,nytimes
499,0.5574,Sat Mar 10 03:02:07 +0000 2018,0.841,0.0,0.159,100,nytimes
